angola,16.0
benin,2.0
burkina_faso,2.0
cameroon,16.0
cote_d_ivoire,16.0
democratic_republic_of_congo,128.0
ethiopia,128.0
ghana,2.0
guinea,0.25
kenya,128.0
lesotho,1024.0
malawi,16.0
mali,16.0
mozambique,0.03125
nigeria,128.0
rwanda,2.0
senegal,128.0
sierra_leone,0.25
tanzania,0.25
togo,16.0
uganda,16.0
zambia,128.0
zimbabwe,16.0
